Potenza (dB),Distanza (m),SNR,Num. messaggi sopra media,Num. messaggi sotto media
9,2,-4,0,1,3,-14,-16,-10,-18,8,-15,-11,-3,-19,-17,1,-20,-6,17,0,-3,-11,5,4,12,-4,12,-3,19,-20,-12,6,-19,7,17,17,-4,18,19,3,-2,19,9,13,3,-16,-10,-2,20,-19,-9,-7,-10,-2,13,3,-9,8,11,18,-10,13,-14,-3,-15,-9,8,-13,2,-20,2,-5,0,-13,20,-15,6,13,-14,9,6,13,17,0,14,-20,-4,-16,-3,-13,2,-1,15,8,10,20,-16,-16,-2,65,1.86025972963186e-07,3.71170613458865e-08,9.32338427722411e-09,2.3419282461709e-08,2.94831298170309e-08,4.67276117394596e-08,9.32338427722411e-10,5.88265778512572e-10,2.3419282461709e-09,3.71170613458865e-10,1.47765682716715e-07,7.40582737458355e-10,1.86025972963187e-09,1.17374453905196e-08,2.94831298170309e-10,4.67276117394595e-10,2.94831298170309e-08,2.3419282461709e-10,5.88265778512572e-09,1.17374453905196e-06,2.3419282461709e-08,1.17374453905196e-08,1.86025972963187e-09,7.40582737458355e-08,5.88265778512571e-08,3.71170613458865e-07,9.32338427722411e-09,3.71170613458865e-07,1.17374453905196e-08,1.86025972963186e-06,2.3419282461709e-10,1.47765682716714e-09,9.32338427722411e-08,2.94831298170309e-10,1.17374453905196e-07,1.17374453905196e-06,1.17374453905196e-06,9.32338427722411e-09,1.47765682716715e-06,1.86025972963186e-06,4.67276117394596e-08,1.47765682716715e-08,1.86025972963186e-06,1.86025972963186e-07,4.67276117394596e-07,4.67276117394596e-08,5.88265778512572e-10,2.3419282461709e-09,1.47765682716715e-08,2.3419282461709e-06,2.94831298170309e-10,2.94831298170309e-09,4.67276117394595e-09,2.3419282461709e-09,1.47765682716715e-08,4.67276117394596e-07,4.67276117394596e-08,2.94831298170309e-09,1.47765682716715e-07,2.94831298170309e-07,1.47765682716715e-06,2.3419282461709e-09,4.67276117394596e-07,9.32338427722411e-10,1.17374453905196e-08,7.40582737458355e-10,2.94831298170309e-09,1.47765682716715e-07,1.17374453905196e-09,3.71170613458865e-08,2.3419282461709e-10,3.71170613458865e-08,7.40582737458355e-09,2.3419282461709e-08,1.17374453905196e-09,2.3419282461709e-06,7.40582737458355e-10,9.32338427722411e-08,4.67276117394596e-07,9.32338427722411e-10,1.86025972963186e-07,9.32338427722411e-08,4.67276117394596e-07,1.17374453905196e-06,2.3419282461709e-08,5.88265778512571e-07,2.3419282461709e-10,9.32338427722411e-09,5.88265778512572e-10,1.17374453905196e-08,1.17374453905196e-09,3.71170613458865e-08,1.86025972963186e-08,7.40582737458355e-07,1.47765682716715e-07,2.3419282461709e-07,2.3419282461709e-06,5.88265778512572e-10,5.88265778512572e-10,1.47765682716715e-08,50,50
