Potenza (dB),Distanza (m),SNR,Num. messaggi sopra media,Num. messaggi sotto media
-2,-13,9,-2,11,-17,-17,7,-7,-20,16,0,5,-1,-3,17,-15,19,-17,6,-8,10,1,-20,17,9,-6,-14,-18,-6,19,-18,4,-1,-18,-9,-9,20,-5,4,-19,-6,7,6,0,7,18,20,18,9,17,12,-18,-13,17,15,20,-11,-13,-9,1,-10,-9,-6,-17,20,-14,6,15,-8,-5,8,-14,14,-9,-17,-1,-15,1,-12,13,-12,18,-5,-11,-6,-2,-5,5,1,15,-16,-15,-5,-7,20,11,2,-18,-2,88,8.06185446123605e-09,6.40375862279771e-10,1.01492734474363e-07,8.06185446123605e-09,1.60855143952681e-07,2.54938222622956e-10,2.54938222622956e-10,6.40375862279771e-08,2.54938222622956e-09,1.27771782542253e-10,5.08668628244731e-07,1.27771782542253e-08,4.04049853533258e-08,1.01492734474363e-08,6.40375862279771e-09,6.40375862279771e-07,4.04049853533259e-10,1.01492734474363e-06,2.54938222622956e-10,5.08668628244731e-08,2.02504628339838e-09,1.27771782542253e-07,1.60855143952681e-08,1.27771782542253e-10,6.40375862279771e-07,1.01492734474363e-07,3.20948206897677e-09,5.08668628244731e-10,2.02504628339838e-10,3.20948206897677e-09,1.01492734474363e-06,2.02504628339838e-10,3.20948206897678e-08,1.01492734474363e-08,2.02504628339838e-10,1.60855143952681e-09,1.60855143952681e-09,1.27771782542253e-06,4.04049853533259e-09,3.20948206897678e-08,1.60855143952681e-10,3.20948206897677e-09,6.40375862279771e-08,5.08668628244731e-08,1.27771782542253e-08,6.40375862279771e-08,8.06185446123605e-07,1.27771782542253e-06,8.06185446123605e-07,1.01492734474363e-07,6.40375862279771e-07,2.02504628339838e-07,2.02504628339838e-10,6.40375862279771e-10,6.40375862279771e-07,4.04049853533258e-07,1.27771782542253e-06,1.01492734474362e-09,6.40375862279771e-10,1.60855143952681e-09,1.60855143952681e-08,1.27771782542253e-09,1.60855143952681e-09,3.20948206897677e-09,2.54938222622956e-10,1.27771782542253e-06,5.08668628244731e-10,5.08668628244731e-08,4.04049853533258e-07,2.02504628339838e-09,4.04049853533259e-09,8.06185446123605e-08,5.08668628244731e-10,3.20948206897678e-07,1.60855143952681e-09,2.54938222622956e-10,1.01492734474363e-08,4.04049853533259e-10,1.60855143952681e-08,8.06185446123605e-10,2.54938222622956e-07,8.06185446123605e-10,8.06185446123605e-07,4.04049853533259e-09,1.01492734474362e-09,3.20948206897677e-09,8.06185446123605e-09,4.04049853533259e-09,4.04049853533258e-08,1.60855143952681e-08,4.04049853533258e-07,3.20948206897677e-10,4.04049853533259e-10,4.04049853533259e-09,2.54938222622956e-09,1.27771782542253e-06,1.60855143952681e-07,2.02504628339838e-08,2.02504628339838e-10,8.06185446123605e-09,55,45
